src,dest
Agent_optimization_20260716_114550.log,logs/2026-07
Agent_optimization_20260716_114758.log,logs/2026-07
Agent_optimization_20260716_114937.log,logs/2026-07
Agent_optimization_20260716_123804.log,logs/2026-07
Agent_optimization_20260716_123847.log,logs/2026-07
Agent_optimization_20260717_151452.log,logs/2026-07
Agent_optimization_20260718_143728.log,logs/2026-07
Agent_optimization_20260719_100337.log,logs/2026-07
logs/2026-03/Agent_optimization_20260324_161616.log,DELETED-empty
logs/2026-04/Agent_optimization_20260409_220807.log,DELETED-empty
logs/2026-04/Agent_optimization_20260410_152532.log,DELETED-empty
logs/2026-04/Agent_optimization_20260410_152629.log,DELETED-empty
logs/2026-04/Agent_optimization_20260410_163512.log,DELETED-empty
logs/2026-04/Agent_optimization_20260413_164058.log,DELETED-empty
logs/2026-04/Agent_optimization_20260423_163714.log,DELETED-empty
logs/2026-05/Agent_optimization_20260504_104158.log,DELETED-empty
logs/2026-05/Agent_optimization_20260504_104210.log,DELETED-empty
logs/2026-05/Agent_optimization_20260504_145245.log,DELETED-empty
logs/2026-05/Agent_optimization_20260504_145325.log,DELETED-empty
logs/2026-05/Agent_optimization_20260504_145401.log,DELETED-empty
logs/2026-05/Agent_optimization_20260507_154112.log,DELETED-empty
logs/2026-05/Agent_optimization_20260516_135702.log,DELETED-empty
logs/2026-05/Agent_optimization_20260531_103719.log,DELETED-empty
logs/2026-06/Agent_optimization_20260603_175757.log,DELETED-empty
logs/2026-06/Agent_optimization_20260625_123800.log,DELETED-empty
logs/2026-06/Agent_optimization_20260625_123918.log,DELETED-empty
logs/2026-06/Agent_optimization_20260625_123923.log,DELETED-empty
logs/2026-06/Agent_optimization_20260625_130943.log,DELETED-empty
logs/2026-06/Agent_optimization_20260629_155408.log,DELETED-empty
logs/2026-06/Agent_optimization_20260630_105258.log,DELETED-empty
logs/2026-06/Agent_optimization_20260630_111129.log,DELETED-empty
logs/2026-06/Agent_optimization_20260630_210730.log,DELETED-empty
logs/2026-07/Agent_optimization_20260701_105640.log,DELETED-empty
logs/2026-07/Agent_optimization_20260701_112802.log,DELETED-empty
logs/2026-07/Agent_optimization_20260701_161237.log,DELETED-empty
logs/2026-07/Agent_optimization_20260701_161303.log,DELETED-empty
logs/2026-07/Agent_optimization_20260706_155345.log,DELETED-empty
logs/2026-07/Agent_optimization_20260706_155433.log,DELETED-empty
logs/2026-07/Agent_optimization_20260707_110226.log,DELETED-empty
logs/2026-07/Agent_optimization_20260707_110240.log,DELETED-empty
logs/2026-07/Agent_optimization_20260707_121837.log,DELETED-empty
logs/2026-07/Agent_optimization_20260707_122002.log,DELETED-empty
logs/2026-07/Agent_optimization_20260707_122731.log,DELETED-empty
logs/2026-07/Agent_optimization_20260708_173013.log,DELETED-empty
logs/2026-07/Agent_optimization_20260708_173345.log,DELETED-empty
logs/2026-07/Agent_optimization_20260708_173423.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_113222.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_113254.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_113258.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_121234.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_121632.log,DELETED-empty
logs/2026-07/Agent_optimization_20260716_121702.log,DELETED-empty
results/q3-history/q3-empty,_attic/aborted-runs
results/q3-history/q3-none,_attic/aborted-runs
results/q3-history/q3-shuffled-n,_attic/aborted-runs
results/q2-curves,results/curve-summaries
results/q3-history,results/history-use
results/point3,results/motion-knowledge
results/q3-history/q3-empty-llama,results/history-use/history-empty-llama3-pilot
results/q3-history/q3-empty-llama10,results/history-use/history-empty-llama3
results/q3-history/q3-empty-gemma4,results/history-use/history-empty-gemma4
results/q3-history/q3-empty-nemotron,results/history-use/history-empty-nemotron
results/q3-history/q3-empty-phi,results/history-use/history-empty-phi
results/q3-history/q3-none-llama,results/history-use/history-none-llama3-pilot
results/q3-history/q3-none-llama10,results/history-use/history-none-llama3
results/q3-history/q3-none-gemma4,results/history-use/history-none-gemma4
results/q3-history/q3-none-nemotron,results/history-use/history-none-nemotron
results/q3-history/q3-none-phi,results/history-use/history-none-phi
results/q3-history/q3-shuffled-llama,results/history-use/history-shuffled-llama3-pilot
results/q3-history/q3-shuffled-llama10,results/history-use/history-shuffled-llama3
results/q3-history/q3-shuffled-gemma4,results/history-use/history-shuffled-gemma4
results/q3-history/q3-shuffled-nemotron,results/history-use/history-shuffled-nemotron
results/q3-history/q3-shuffled-phi,results/history-use/history-shuffled-phi
results/baseline/outputs-baseline-rerun,results/baseline/baseline-rerun
results/cloud-models/outputs-minimax-m2.5-cloud,results/cloud-models/minimax-m2.5-cloud
results/cloud-models/outputs-minimax-m2.5-new,results/cloud-models/minimax-m2.5-new
results/cloud-models/outputs-minimax-m2.7-new,results/cloud-models/minimax-m2.7-new
results/cloud-models/outputs-nemotron-3-super-cloudnew,results/cloud-models/nemotron-3-super-cloudnew
results/cloud-models/outputs-nemotron3super,results/cloud-models/nemotron3super
results/cloud-models/outputs-qwen3-coder-480b,results/cloud-models/qwen3-coder-480b
results/cloud-models/outputs-qwen3-coder-480b-cloud,results/cloud-models/qwen3-coder-480b-cloud
results/cloud-models/outputs-qwen3-fixed-480b-cloud,results/cloud-models/qwen3-fixed-480b-cloud
results/motion-knowledge/outputs-point3-Phi4mini,results/motion-knowledge/point3-Phi4mini
results/motion-knowledge/outputs-point3-minimax-m2.5-cloud,results/motion-knowledge/point3-minimax-m2.5-cloud
results/motion-knowledge/outputs-point3-qwen34b,results/motion-knowledge/point3-qwen34b
results/motion-knowledge/outputs-point3-qwen38b,results/motion-knowledge/point3-qwen38b
results/motion-knowledge/outputs-point3-qwen38bb,results/motion-knowledge/point3-qwen38bb
results/motion/outputs-1105-llama3-nomotion,results/motion/1105-llama3-nomotion
results/motion/outputs-1205-nemotron-3-nano-4b-motion,results/motion/1205-nemotron-3-nano-4b-motion
results/motion/outputs-1205-phi4-mini-3.8b-motion,results/motion/1205-phi4-mini-3.8b-motion
results/motion/outputs-1205-qwen3-motion,results/motion/1205-qwen3-motion
results/motion/outputs-1305-llama3.1-8b-motion-3,results/motion/1305-llama3.1-8b-motion-3
results/motion/outputs-1505-llama3.1-8b-motion,results/motion/1505-llama3.1-8b-motion
results/motion/outputs-1505-llamasmoke-motion,results/motion/1505-llamasmoke-motion
results/motion/outputs-1505-phi4-mini-3.8b-motion-3,results/motion/1505-phi4-mini-3.8b-motion-3
results/motion/outputs-1505-qwen3-8b-motion-3,results/motion/1505-qwen3-8b-motion-3
results/motion/outputs-1505-qwen3.5-4b-motion-3,results/motion/1505-qwen3.5-4b-motion-3
results/motion/outputs-1505-qwensomked-motion,results/motion/1505-qwensomked-motion
results/motion/outputs-motion-off,results/motion/motion-off
results/motion/outputs-motion-on,results/motion/motion-on
results/motion/outputs-motion-refs,results/motion/motion-refs
results/motion/outputs-motion-refs-cap,results/motion/motion-refs-cap
results/motion/outputs-motion-refs-ir,results/motion/motion-refs-ir
results/motion/outputs-motion-refs-v2,results/motion/motion-refs-v2
results/motion/outputs-point3-llama3-motionrule,results/motion/point3-llama3-motionrule
results/motion/outputs-point3-qwen3-nomotion,results/motion/point3-qwen3-nomotion
results/repair-ablation/outputs-ablation-repair-off-gemma34b,results/repair-ablation/ablation-repair-off-gemma34b
results/repair-ablation/outputs-ablation-repair-off-gemma34b-fixed,results/repair-ablation/ablation-repair-off-gemma34b-fixed
results/repair-ablation/outputs-ablation-repair-off-llama3.18b,results/repair-ablation/ablation-repair-off-llama3.18b
results/repair-ablation/outputs-ablation-repair-off-phi4-mini,results/repair-ablation/ablation-repair-off-phi4-mini
results/repair-ablation/outputs-ablation-repair-on-gemma34b,results/repair-ablation/ablation-repair-on-gemma34b
results/repair-ablation/outputs-ablation-repair-on-llama3.18b,results/repair-ablation/ablation-repair-on-llama3.18b
results/repair-ablation/outputs-ablation-repair-on-phi4-mini,results/repair-ablation/ablation-repair-on-phi4-mini
results/repair-ablation/outputs-norepair-llama3.1-8b,results/repair-ablation/norepair-llama3.1-8b
results/archive/misc/outputs-multi-Radar-tools,results/archive/misc/multi-Radar-tools
results/archive/misc/outputs-new-Radar-tools,results/archive/misc/new-Radar-tools
results/archive/misc/outputs-optuna-sweep-smoke,results/archive/misc/optuna-sweep-smoke
results/archive/model-sweep/outputs-0413-qwen2.5-coder,results/archive/model-sweep/0413-qwen2.5-coder
results/archive/model-sweep/outputs-0413-qwen3.5,results/archive/model-sweep/0413-qwen3.5
results/archive/model-sweep/outputs-0413-qwen3.5-2b,results/archive/model-sweep/0413-qwen3.5-2b
results/archive/model-sweep/outputs-0414-llama3.1-8b,results/archive/model-sweep/0414-llama3.1-8b
results/archive/model-sweep/outputs-0414-qwen2.5-coder,results/archive/model-sweep/0414-qwen2.5-coder
results/archive/model-sweep/outputs-0416-qwen2.5-coder,results/archive/model-sweep/0416-qwen2.5-coder
results/archive/model-sweep/outputs-0417-llama3.2-1b,results/archive/model-sweep/0417-llama3.2-1b
results/archive/model-sweep/outputs-0420-llama3-8b,results/archive/model-sweep/0420-llama3-8b
results/archive/model-sweep/outputs-0420-llama3.2-1b,results/archive/model-sweep/0420-llama3.2-1b
results/archive/model-sweep/outputs-0420-qwen3-8b,results/archive/model-sweep/0420-qwen3-8b
results/archive/model-sweep/outputs-0421-llama3.2-1b,results/archive/model-sweep/0421-llama3.2-1b
results/archive/model-sweep/outputs-0421-llama3.2-3b,results/archive/model-sweep/0421-llama3.2-3b
results/archive/model-sweep/outputs-0421-qwen2.5-coder-3b,results/archive/model-sweep/0421-qwen2.5-coder-3b
results/archive/model-sweep/outputs-0421-qwen3-8b,results/archive/model-sweep/0421-qwen3-8b
results/archive/model-sweep/outputs-0422-LLama3.2-1bbb,results/archive/model-sweep/0422-LLama3.2-1bbb
results/archive/model-sweep/outputs-0422-llama3-8b,results/archive/model-sweep/0422-llama3-8b
results/archive/model-sweep/outputs-0422-llama3.2-3b,results/archive/model-sweep/0422-llama3.2-3b
results/archive/model-sweep/outputs-0423-llama3.2-1b,results/archive/model-sweep/0423-llama3.2-1b
results/archive/model-sweep/outputs-0423-llama38b,results/archive/model-sweep/0423-llama38b
results/archive/model-sweep/outputs-0423-qwen3-8b,results/archive/model-sweep/0423-qwen3-8b
results/archive/model-sweep/outputs-0423-qwen35-2b,results/archive/model-sweep/0423-qwen35-2b
results/archive/model-sweep/outputs-0423-qwen38-bbb,results/archive/model-sweep/0423-qwen38-bbb
results/archive/model-sweep/outputs-0424-qwen2.5-coder,results/archive/model-sweep/0424-qwen2.5-coder
results/archive/model-sweep/outputs-0424-qwen2.5-coder30,results/archive/model-sweep/0424-qwen2.5-coder30
results/archive/model-sweep/outputs-0427-llama32-1b,results/archive/model-sweep/0427-llama32-1b
results/archive/model-sweep/outputs-0427-llama32-3b,results/archive/model-sweep/0427-llama32-3b
results/archive/model-sweep/outputs-0428-llama3.2-3b,results/archive/model-sweep/0428-llama3.2-3b
results/archive/model-sweep/outputs-0428-llama32-3b,results/archive/model-sweep/0428-llama32-3b
results/archive/model-sweep/outputs-0428-qwen2.5-coder-3b,results/archive/model-sweep/0428-qwen2.5-coder-3b
results/archive/model-sweep/outputs-0428-qwen3-8b,results/archive/model-sweep/0428-qwen3-8b
results/archive/model-sweep/outputs-0430-gemma3-4b,results/archive/model-sweep/0430-gemma3-4b
results/archive/model-sweep/outputs-0430-llama3.2-3b,results/archive/model-sweep/0430-llama3.2-3b
results/archive/model-sweep/outputs-0430-qwen3-4b,results/archive/model-sweep/0430-qwen3-4b
results/archive/model-sweep/outputs-0502-llama3.2-3b,results/archive/model-sweep/0502-llama3.2-3b
results/archive/model-sweep/outputs-0502-qwen3.5-4b,results/archive/model-sweep/0502-qwen3.5-4b
results/archive/model-sweep/outputs-0503-gemma3-4b,results/archive/model-sweep/0503-gemma3-4b
results/archive/model-sweep/outputs-0503-llama3-8b,results/archive/model-sweep/0503-llama3-8b
results/archive/model-sweep/outputs-0503-llama3.2-1b,results/archive/model-sweep/0503-llama3.2-1b
results/archive/model-sweep/outputs-0504-kimi,results/archive/model-sweep/0504-kimi
results/archive/model-sweep/outputs-0504-llama3.2-3b,results/archive/model-sweep/0504-llama3.2-3b
results/archive/model-sweep/outputs-0505-Phi3-mini,results/archive/model-sweep/0505-Phi3-mini
results/archive/model-sweep/outputs-0505-llama3.2-3bb,results/archive/model-sweep/0505-llama3.2-3bb
results/archive/model-sweep/outputs-0605-Google,results/archive/model-sweep/0605-Google
results/archive/model-sweep/outputs-0605-Phi3mini,results/archive/model-sweep/0605-Phi3mini
results/archive/model-sweep/outputs-0605-deepseek,results/archive/model-sweep/0605-deepseek
results/archive/model-sweep/outputs-0605-gemma3-4b,results/archive/model-sweep/0605-gemma3-4b
results/archive/model-sweep/outputs-0605-llama38b,results/archive/model-sweep/0605-llama38b
results/archive/model-sweep/outputs-0705-Nvidia,results/archive/model-sweep/0705-Nvidia
results/archive/model-sweep/outputs-0705-Qwen3-8B,results/archive/model-sweep/0705-Qwen3-8B
results/archive/model-sweep/outputs-0705-llama3.2-1b,results/archive/model-sweep/0705-llama3.2-1b
results/archive/model-sweep/outputs-0705-llama3.2-3b,results/archive/model-sweep/0705-llama3.2-3b
results/archive/model-sweep/outputs-0705-qwen32b,results/archive/model-sweep/0705-qwen32b
results/archive/model-sweep/outputs-0805-Phi3-mini,results/archive/model-sweep/0805-Phi3-mini
results/archive/model-sweep/outputs-0805-gemma34b,results/archive/model-sweep/0805-gemma34b
results/archive/model-sweep/outputs-0805-llama3.1-8b,results/archive/model-sweep/0805-llama3.1-8b
results/archive/model-sweep/outputs-0805-qwen2.5-coder-3b,results/archive/model-sweep/0805-qwen2.5-coder-3b
results/archive/model-sweep/outputs-1105-gemma3-4b,results/archive/model-sweep/1105-gemma3-4b
results/archive/model-sweep/outputs-1105-llama3.1-8b,results/archive/model-sweep/1105-llama3.1-8b
results/archive/model-sweep/outputs-1105-llama3.2,results/archive/model-sweep/1105-llama3.2
results/archive/model-sweep/outputs-1105-llama3.233bb,results/archive/model-sweep/1105-llama3.233bb
results/archive/model-sweep/outputs-1105-llama3.2Hossein,results/archive/model-sweep/1105-llama3.2Hossein
results/archive/model-sweep/outputs-1105-llama3s,results/archive/model-sweep/1105-llama3s
results/archive/model-sweep/outputs-1105-nemotron3,results/archive/model-sweep/1105-nemotron3
results/archive/model-sweep/outputs-1105-qwen2.5-coder3b,results/archive/model-sweep/1105-qwen2.5-coder3b
results/archive/model-sweep/outputs-1105-qwen3,results/archive/model-sweep/1105-qwen3
results/archive/model-sweep/outputs-2205-llama38b,results/archive/model-sweep/2205-llama38b
results/archive/model-sweep/outputs-2205-qwen38b,results/archive/model-sweep/2205-qwen38b
results/motion/1505-llamasmoke-motion,results/motion/1505-llama3-motion-smoke
results/motion/1505-qwensomked-motion,results/motion/1505-qwen3-motion-smoke
scripts/analyze_q2_curves.py,scripts/analyze_curve_summaries.py
scripts/analyze_q3_ablation.py,scripts/analyze_history_ablation.py
scripts/analyze_q4_exploration.py,scripts/analyze_exploration.py
scripts/analyze_llm_behavior_q3.py,scripts/analyze_llm_behavior_deep.py
reports/Q2_curve_summaries_report.docx,reports/curve_summaries_report.docx
reports/Q3_history_use_report.docx,reports/history_use_report.docx
reports/Q4_exploration_report.docx,reports/exploration_report.docx
reports/writeups/q2_curve_summaries_writeup.md,reports/writeups/curve_summaries_writeup.md
reports/writeups/q3_history_use_writeup.md,reports/writeups/history_use_writeup.md
reports/writeups/q4_exploration_writeup.md,reports/writeups/exploration_writeup.md
results/motion-knowledge/point3-minimax-m2.5-cloud,results/motion-knowledge/point3-minimax-m2.5-cloud-pilot
results/archive/model-sweep/2205-llama38b,results/archive/model-sweep/2205-llama3-8b-pilot
results/archive/model-sweep/2205-qwen38b,results/archive/model-sweep/2205-qwen3-8b-pilot
results/archive/misc/multi-Radar-tools,results/archive/misc/multi-radar-tools-pilot
results/archive/misc/new-Radar-tools,results/archive/misc/new-radar-tools-pilot
history-qwen3-none,results/history-use/history-none-qwen3
history-qwen3-shuffled,results/history-use/history-shuffled-qwen3
history-qwen3-empty,results/history-use/history-empty-qwen3
Agent_optimization_20260720_145042.log,DELETED-empty
Agent_optimization_20260720_145120.log,DELETED-empty
Agent_optimization_20260720_172545.log,DELETED-empty
Agent_optimization_20260721_081913.log,logs/2026-07
Agent_optimization_20260721_125037.log,logs/2026-07
Agent_optimization_20260722_085739.log,logs/2026-07
Agent_optimization_20260722_104235.log,logs/2026-07
Agent_optimization_20260722_111423.log,logs/2026-07
Agent_optimization_20260722_153933.log,logs/2026-07
motion-qwen-ir-v2,results/motion
Agent_optimization_20260722_153933.log,logs/2026-07
Agent_optimization_20260722_211632.log,logs/2026-07
Agent_optimization_20260726_135906.log,DELETED-empty
Agent_optimization_20260726_140251.log,DELETED-empty
Agent_optimization_20260726_141226.log,logs/2026-07
Agent_optimization_20260726_143428.log,logs/2026-07
Agent_optimization_20260726_144228.log,logs/2026-07
Agent_optimization_20260726_144306.log,logs/2026-07
Agent_optimization_20260726_144328.log,logs/2026-07
Agent_optimization_20260726_144347.log,logs/2026-07
Agent_optimization_20260726_144940.log,logs/2026-07
Agent_optimization_20260726_163920.log,logs/2026-07
Agent_optimization_20260726_182628.log,DELETED-empty
Agent_optimization_20260726_182656.log,DELETED-empty
Agent_optimization_20260726_182707.log,logs/2026-07
Agent_optimization_20260726_184505.log,DELETED-empty
Agent_optimization_20260726_184509.log,DELETED-empty
Agent_optimization_20260726_184513.log,DELETED-empty
Agent_optimization_20260726_184538.log,DELETED-empty
Agent_optimization_20260726_184619.log,logs/2026-07
Agent_optimization_20260726_184635.log,logs/2026-07
Agent_optimization_20260726_184649.log,DELETED-empty
Agent_optimization_20260726_184821.log,logs/2026-07
Agent_optimization_20260727_135143.log,logs/2026-07
Agent_optimization_20260727_145225.log,logs/2026-07
Agent_optimization_20260727_145315.log,logs/2026-07
Agent_optimization_20260727_153241.log,logs/2026-07
Agent_optimization_20260727_153248.log,logs/2026-07
Agent_optimization_20260727_153340.log,logs/2026-07
outputs-baseline-rerun,results/baseline/baseline-rerun-0727
